Preferred Term,RO PT,Role,Relationship PT,RO Relationship PT
RECREATIONAL FACILITIES,INFRASTRUCTURĂ PENTRU RECREERE,RT        ,VISITS TO RECREATIONAL FACILITIES,VIZITE LA CENTRE DE RECREERE
RECRUITMENT,RECRUTARE,BT        ,PERSONNEL MANAGEMENT,ADMINISTRARE DE PERSONAL
RECRUITMENT,RECRUTARE,NT        ,APPOINTMENT TO JOB,NUMIRE ÎN FUNCȚIE
RECRUITMENT,RECRUTARE,NT        ,INTERNATIONAL RECRUITMENT,RECRUTARE INTERNAȚIONALĂ
RECRUITMENT,RECRUTARE,NT        ,MILITARY RECRUITMENT,RECRUTARE MILITARĂ
RECRUITMENT,RECRUTARE,NT        ,PERSONNEL SELECTION,SELECȚIE DE PERSONAL
RECRUITMENT,RECRUTARE,RT        ,JOB CHANGING,SCHIMBAREA LOCULUI DE MUNCĂ
RECRUITMENT,RECRUTARE,RT        ,JOB CREATION,CREAREA LOCURILOR DE MUNCĂ
RECRUITMENT,RECRUTARE,RT        ,JOB HUNTING,CĂUTAREA UNUI LOC DE MUNCĂ
RECRUITMENT,RECRUTARE,RT        ,JOB REQUIREMENTS,CERINȚELE LOCULUI DE MUNCĂ
RECRUITMENT,RECRUTARE,RT        ,JOB VACANCIES,LOCURI DE MUNCĂ VACANTE
RECRUITMENT,RECRUTARE,RT        ,RETURN-TO-WORK INCENTIVES,STIMULENTE PENTRU ÎNTOARCEREA ÎN CÂMPUL MUNCII
RECYCLING,RECICLARE,BT        ,RESOURCES MANAGEMENT,ADMINISTRAREA RESURSELOR
RECYCLING,RECICLARE,RT        ,ENVIRONMENTAL CONSERVATION,PROTEJAREA MEDIULUI
RECYCLING,RECICLARE,RT        ,RESOURCES CONSERVATION,PROTEJAREA RESURSELOR
REDRESS OF GRIEVANCES,SOLUȚIONAREA PLÂNGERILOR,BT        ,JUSTICE,JUSTIȚIE
REDRESS OF GRIEVANCES,SOLUȚIONAREA PLÂNGERILOR,NT        ,CONSUMER ACTION,ACȚIUNI ALE CONSUMATORILOR
REDRESS OF GRIEVANCES,SOLUȚIONAREA PLÂNGERILOR,NT        ,CONSUMER PROTECTION,PROTECȚIA CONSUMATORILOR
REDRESS OF GRIEVANCES,SOLUȚIONAREA PLÂNGERILOR,RT        ,POLITICAL INFLUENCE,INFLUENȚĂ POLITICĂ PUBLICĂ
REDRESS OF GRIEVANCES,SOLUȚIONAREA PLÂNGERILOR,RT        ,RIGHT TO JUSTICE,DREPTUL LA JUSTIȚIE
REDRESS OF GRIEVANCES,SOLUȚIONAREA PLÂNGERILOR,RT        ,SOCIAL JUSTICE,JUSTIȚIE SOCIALĂ
REDUNDANCY,DISPONIBILIZARE PERMANENTĂ,BT        ,TERMINATION OF SERVICE,ÎNCETAREA ACTIVITĂȚII
REDUNDANCY,DISPONIBILIZARE PERMANENTĂ,RT        ,LIFE EVENTS,EVENIMENTE DE VIAȚĂ
REDUNDANCY,DISPONIBILIZARE PERMANENTĂ,RT        ,REDUNDANCY PAY,PLATĂ COMPENSATORIE
REDUNDANCY PAY,PLATĂ COMPENSATORIE,BT        ,WAGES,SALARII
REDUNDANCY PAY,PLATĂ COMPENSATORIE,RT        ,REDUNDANCY,DISPONIBILIZARE PERMANENTĂ
REFERENDUMS,REFERENDUMURI,BT        ,VOTING,VOTARE
REFLEXOLOGY,REFLEXOLOGIE,BT        ,COMPLEMENTARY THERAPIES,TERAPII COMPLEMENTARE
REFORM,REFORMĂ,NT        ,ADMINISTRATIVE REFORM,REFORMĂ ADMINISTRATIVĂ
REFORM,REFORMĂ,NT        ,CONSTITUTIONAL CHANGE,SCHIMBARE CONSTITUȚIONALĂ
REFORM,REFORMĂ,NT        ,ECONOMIC REFORM,REFORMĂ ECONOMICĂ
REFORM,REFORMĂ,NT        ,EDUCATIONAL REFORM,REFORMĂ EDUCAȚIONALĂ
REFORM,REFORMĂ,NT        ,LAW REFORM,REFORMĂ LEGISLATIVĂ
REFORM,REFORMĂ,NT        ,POLITICAL CHANGE,SCHIMBARE POLITICĂ
REFORM,REFORMĂ,NT        ,RELIGIOUS REFORM,REFORMĂ RELIGIOASĂ
REFORM,REFORMĂ,NT        ,SOCIAL REFORM,REFORMĂ SOCIALĂ
REFORM,REFORMĂ,RT        ,COMMERCIAL INNOVATION,INOVAȚII COMERCIALE
REFORM,REFORMĂ,RT        ,DEVELOPMENT,DEZVOLTARE
REFORM,REFORMĂ,RT        ,MODERNIZATION,MODERNIZARE
REFORM,REFORMĂ,RT        ,PROGRESS,PROGRES
REFORMATORY SCHOOLS,ȘCOLI DE CORECȚIE,BT        ,SCHOOLS,ȘCOLI
REFORMATORY SCHOOLS,ȘCOLI DE CORECȚIE,RT        ,RESIDENTIAL CHILD CARE,ÎNGRIJIREA LA DOMICILIU A COPIILOR
REFUGEES,REFUGIAȚI,BT        ,DISADVANTAGED GROUPS,GRUPURI DEZAVANTAJATE
REFUGEES,REFUGIAȚI,BT        ,MIGRANTS,MIGRANȚI
REFUGEES,REFUGIAȚI,RT        ,EVACUEES,EVACUAȚI
REFUGEES,REFUGIAȚI,RT        ,HOMELESSNESS,LIPSĂ DE ADĂPOST
REFUGEES,REFUGIAȚI,RT        ,IMMIGRATION POLICY,POLITICA DE IMIGRARE
REFUGEES,REFUGIAȚI,RT        ,RIGHT TO POLITICAL ASYLUM,DREPTUL LA AZIL POLITIC
REFUGEES,REFUGIAȚI,RT        ,WAR VICTIMS,VICTIME DE RĂZBOI
REFUGES,REFIGIAȚI,BT        ,RESIDENTIAL CARE,ÎNGRIJIREA LA DOMICILIU
REFUGES,REFIGIAȚI,RT        ,DOMESTIC VIOLENCE,VIOLENȚĂ DOMESTICĂ
REFUGES,REFIGIAȚI,RT        ,FAMILY DISORGANIZATION,DEZINTEGRARE FAMILIALĂ
REFUSE,GUNOI,BT        ,WASTES,DEȘEURI
REFUSE,GUNOI,RT        ,POLLUTION,POLUARE
REFUSE SITES,GROPI DE GUNOI,BT        ,SITES,AMPLASĂRI (LOCURI)
REFUSE SITES,GROPI DE GUNOI,RT        ,WASTE DISPOSAL AND HANDLING,EVACUAREA ȘI TRATAREA DEȘEURILOR
REGIONAL COOPERATION (NATIONAL),COOPERARE REGIONALĂ (NAȚIONALĂ),BT        ,COOPERATION,COOPERARE
REGIONAL DEVELOPMENT,DEZVOLTARE REGIONALĂ,BT        ,ECONOMIC AND SOCIAL DEVELOPMENT,DEZVOLTARE SOCIO-ECONOMICĂ
REGIONAL DEVELOPMENT,DEZVOLTARE REGIONALĂ,NT        ,REGIONAL PLANNING,PLANIFICARE REGIONALĂ
REGIONAL DEVELOPMENT,DEZVOLTARE REGIONALĂ,RT        ,REGIONAL ECONOMY,ECONOMIE REGIONALĂ
REGIONAL DEVELOPMENT,DEZVOLTARE REGIONALĂ,RT        ,REGIONAL POLICY,POLITICĂ REGIONALĂ
REGIONAL ECONOMY,ECONOMIE REGIONALĂ,BT        ,ECONOMICS,ECONOMIE
REGIONAL ECONOMY,ECONOMIE REGIONALĂ,NT        ,REGIONAL FINANCE,FINANȚĂRI REGIONALE
REGIONAL ECONOMY,ECONOMIE REGIONALĂ,RT        ,REGIONAL DEVELOPMENT,DEZVOLTARE REGIONALĂ
REGIONAL FINANCE,FINANȚĂRI REGIONALE,BT        ,PUBLIC FINANCE,FINANȚE PUBLICE
REGIONAL FINANCE,FINANȚĂRI REGIONALE,BT        ,REGIONAL ECONOMY,ECONOMIE REGIONALĂ
REGIONAL FINANCE,FINANȚĂRI REGIONALE,RT        ,LOCAL FINANCE,FINANȚE LOCALE
REGIONAL GOVERNMENT,GUVERNARE REGIONALĂ,BT        ,DECENTRALIZED GOVERNMENT,GUVERN DESCENTRALIZAT
REGIONAL GOVERNMENT,GUVERNARE REGIONALĂ,RT        ,LOCAL GOVERNMENT,ADMINISTRAȚIA LOCALĂ
REGIONAL GOVERNMENT,GUVERNARE REGIONALĂ,RT        ,REGIONALISM,REGIONALISM
REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE,BT        ,ORGANIZATIONS,ORGANIZAȚII
REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE,NT        ,COUNCIL OF MINISTERS,CONSILIUL MINIȘTRILOR
REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE,NT        ,EUROPEAN COMMISSION,COMISIA EUROPEANĂ
REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE,NT        ,EUROPEAN ECONOMIC COMMUNITY,COMUNITATEA ECONOMICA EUROPEANA
REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE,NT        ,EUROPEAN PARLIAMENT,PARLAMENTUL EUROPEAN
REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE,NT        ,EUROPEAN UNION,UNIUNEA EUROPEANĂ
REGIONAL ORGANIZATIONS,ORGANIZAȚII REGIONALE,RT        ,INTERNATIONAL ORGANIZATIONS,ORGANIZAȚII INTERNAȚIONALE
REGIONAL PLANNING,PLANIFICARE REGIONALĂ,BT        ,REGIONAL DEVELOPMENT,DEZVOLTARE REGIONALĂ
REGIONAL PLANNING,PLANIFICARE REGIONALĂ,RT        ,DEVELOPMENT PLANNING,PLAN DE DEZVOLTARE
REGIONAL PLANNING,PLANIFICARE REGIONALĂ,RT        ,INDUSTRIAL PLANNING,PLANIFICARE INDUSTRIALĂ
REGIONAL PLANNING,PLANIFICARE REGIONALĂ,RT        ,LOCATION OF INDUSTRY,AMPLASAMENT INDUSTRIAL
REGIONAL PLANNING,PLANIFICARE REGIONALĂ,RT        ,PLANNING,PLANIFICARE
REGIONAL PLANNING,PLANIFICARE REGIONALĂ,RT        ,REGIONAL POLICY,POLITICĂ REGIONALĂ
REGIONAL PLANNING,PLANIFICARE REGIONALĂ,RT        ,RURAL PLANNING,PLANIFICARE RURALĂ
REGIONAL POLICY,POLITICĂ REGIONALĂ,BT        ,POLICY,POLITICI
REGIONAL POLICY,POLITICĂ REGIONALĂ,RT        ,REGIONAL DEVELOPMENT,DEZVOLTARE REGIONALĂ
REGIONAL POLICY,POLITICĂ REGIONALĂ,RT        ,REGIONAL PLANNING,PLANIFICARE REGIONALĂ
REGIONALISM,REGIONALISM,BT        ,POLITICAL DOCTRINES,DOCTRINE POLITICE
REGIONALISM,REGIONALISM,RT        ,REGIONAL GOVERNMENT,GUVERNARE REGIONALĂ
REGULATIONS,LEGI,BT        ,LEGISLATION,LEGISLAȚIE
REGULATIONS,LEGI,NT        ,TRAFFIC REGULATIONS,LEGI RUTIERE
REHABILITATION (MEDICAL),REABILITARE (MEDICALĂ),BT        ,MEDICAL TREATMENT METHODS,METODE DE TRATAMENT MEDICAL
REHABILITATION (MEDICAL),REABILITARE (MEDICALĂ),RT        ,OCCUPATIONAL THERAPY,TERAPIE PROFESIONALĂ
REHABILITATION (SOCIAL OFFENDERS),REABILITARE SOCIALĂ (DELINCVENȚI SOCIALI),BT        ,PUNISHMENT OBJECTIVES,OBIECTIVELE PEDEPSELOR
REHABILITATION (SOCIAL OFFENDERS),REABILITARE SOCIALĂ (DELINCVENȚI SOCIALI),BT        ,SOCIAL ADJUSTMENT,ADAPTARE SOCIALĂ
REHABILITATION (SOCIAL OFFENDERS),REABILITARE SOCIALĂ (DELINCVENȚI SOCIALI),RT        ,PRISON DISCHARGE,ELIBERARE DIN ÎNCHISOARE
REHABILITATION (SOCIAL OFFENDERS),REABILITARE SOCIALĂ (DELINCVENȚI SOCIALI),RT        ,RECIDIVISM,RECIDIVISM
RELIABILITY,FIDELITATE (MĂSURARE),RT        ,FAILURE,EȘEC
RELIABILITY,FIDELITATE (MĂSURARE),RT        ,FAULTS,DEFECTE
RELIABILITY,FIDELITATE (MĂSURARE),RT        ,PERFORMANCE,PERFORMANȚĂ
RELIABILITY,FIDELITATE (MĂSURARE),RT        ,QUALITY,CALITATE
RELIABILITY,FIDELITATE (MĂSURARE),RT        ,QUALITY CONTROL,CONTROLUL CALITĂȚII
RELIABILITY,FIDELITATE (MĂSURARE),RT        ,STANDARDIZATION,STANDARDIZARE
RELIGION,RELIGIE,NT        ,RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS
RELIGION,RELIGIE,NT        ,RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE
RELIGION,RELIGIE,NT        ,RELIGIOUS CONFLICT,CONFLICT RELIGIOS
RELIGION,RELIGIE,NT        ,RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE
RELIGION,RELIGIE,NT        ,RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ
RELIGION,RELIGIE,NT        ,RELIGIOUS GROUPS,GRUPURI RELIGIOASE
RELIGION,RELIGIE,NT        ,RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE
RELIGION,RELIGIE,NT        ,RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE
RELIGION,RELIGIE,NT        ,RELIGIOUS PERSONNEL,PERSONAL RELIGIOS
RELIGION,RELIGIE,NT        ,RELIGIOUS SEGREGATION,SEGREGARE RELIGIOASĂ
RELIGION,RELIGIE,RT        ,ESOTERIC PRACTICES,PRACTICI EZOTERICE
RELIGION,RELIGIE,RT        ,ETHICS,ETICĂ
RELIGION,RELIGIE,RT        ,RELIGION AND THEOLOGY EDUCATION,EDUCAȚIE RELIGIOASĂ ȘI TEOLOGICĂ
RELIGION,RELIGIE,RT        ,RELIGIOUS FREEDOM,LIBERTATE RELIGIOASĂ
RELIGION,RELIGIE,RT        ,RELIGIOUS INSTRUCTION,INSTRUIRE RELIGIOASĂ
RELIGION,RELIGIE,RT        ,RELIGIOUS SOCIETIES,SOCIETĂȚI RELIGIOASE
RELIGION AND THEOLOGY EDUCATION,EDUCAȚIE RELIGIOASĂ ȘI TEOLOGICĂ,BT        ,HUMANITIES EDUCATION,EDUCAȚIE ÎN ȘTIINȚE UMANE
RELIGION AND THEOLOGY EDUCATION,EDUCAȚIE RELIGIOASĂ ȘI TEOLOGICĂ,RT        ,RELIGION,RELIGIE
RELIGION AND THEOLOGY EDUCATION,EDUCAȚIE RELIGIOASĂ ȘI TEOLOGICĂ,RT        ,RELIGIOUS INSTRUCTION,INSTRUIRE RELIGIOASĂ
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,BT        ,RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,NT        ,BUDDHISM,BUDISM
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,NT        ,CHRISTIANITY,CREȘTINISM
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,NT        ,HINDUISM,HINDUISM
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,NT        ,ISLAM,ISLAMISM
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,NT        ,JUDAISM,IUDAISM
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,NT        ,SIKHISM,SIKHISM
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,RT        ,RELIGIOUS DOCTRINES,DOCTRINE RELIGIOASE
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,RT        ,RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,RT        ,RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE
RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ,RT        ,SUPERSTITION,SUPERSTIȚIE
RELIGIOUS ATTENDANCE,PREZENȚA LA ACTIVITĂȚI RELIGIOASE,BT        ,ATTENDANCE,PREZENȚĂ
RELIGIOUS ATTENDANCE,PREZENȚA LA ACTIVITĂȚI RELIGIOASE,BT        ,RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS
RELIGIOUS ATTENDANCE,PREZENȚA LA ACTIVITĂȚI RELIGIOASE,RT        ,RELIGIOUS PRACTICE,PRACTICĂ RELIGIOASĂ
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,BT        ,HUMAN BEHAVIOUR,COMPORTAMENT UMAN
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,BT        ,RELIGION,RELIGIE
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,NT        ,MISSIONARY WORK,MISIONARISM
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,NT        ,PASTORAL WORK,MUNCĂ PASTORALĂ
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,NT        ,RELIGIOUS ATTENDANCE,PREZENȚA LA ACTIVITĂȚI RELIGIOASE
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,NT        ,RELIGIOUS PRACTICE,PRACTICĂ RELIGIOASĂ
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,RT        ,RELIGIOUS CONFLICT,CONFLICT RELIGIOS
RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS,RT        ,RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,BT        ,BELIEFS,CREDINȚE
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,BT        ,RELIGION,RELIGIE
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,NT        ,ATHEISM,ATEISM
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,NT        ,IMMORTALITY,NEMURIRE
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,NT        ,PREDESTINATION,PREDESTINARE
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,NT        ,RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,NT        ,RELIGIOUS DOCTRINES,DOCTRINE RELIGIOASE
RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE,NT        ,SPOUSE'S RELIGIOUS BELIEF,CREDINȚA RELIGIOASĂ A SOȚULUI/SOȚIEI
RELIGIOUS BUILDINGS,CLĂDIRI PENTRU ACTIVITĂȚI RELIGIOASE,BT        ,BUILDINGS,CLĂDIRI
RELIGIOUS BUILDINGS,CLĂDIRI PENTRU ACTIVITĂȚI RELIGIOASE,RT        ,CHURCH,BISERICĂ
RELIGIOUS BUILDINGS,CLĂDIRI PENTRU ACTIVITĂȚI RELIGIOASE,RT        ,RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE
RELIGIOUS CEREMONIES,CEREMONII RELIGIOASE,BT        ,CEREMONIES,CEREMONII
RELIGIOUS CEREMONIES,CEREMONII RELIGIOASE,BT        ,RELIGIOUS PRACTICE,PRACTICĂ RELIGIOASĂ
RELIGIOUS CEREMONIES,CEREMONII RELIGIOASE,RT        ,ORDINATION,HIROTONIRE
RELIGIOUS COMMUNITIES,COMUNITĂȚI RELIGIOASE,BT        ,RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE
RELIGIOUS COMMUNITIES,COMUNITĂȚI RELIGIOASE,RT        ,CHURCH,BISERICĂ
RELIGIOUS COMMUNITIES,COMUNITĂȚI RELIGIOASE,RT        ,RELIGIOUS SOCIETIES,SOCIETĂȚI RELIGIOASE
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,BT        ,CONFLICT,CONFLICT
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,BT        ,RELIGION,RELIGIE
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,RT        ,INTERGROUP CONFLICT,CONFLICT INTERGRUPAL
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,RT        ,INTERNAL POLITICAL CONFLICT,CONFLICT POLITIC INTERN
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,RT        ,RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,RT        ,RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,RT        ,RELIGIOUS SEGREGATION,SEGREGARE RELIGIOASĂ
RELIGIOUS CONFLICT,CONFLICT RELIGIOS,RT        ,SOCIAL CONFLICT,CONFLICT SOCIAL
RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE,BT        ,DISCRIMINATION,DISCRIMINARE
RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE,BT        ,RELIGION,RELIGIE
RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE,NT        ,ANTI-SEMITISM,ANTISEMITISM
RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE,RT        ,CHURCH AND STATE,BISERICĂ ȘI STAT
RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE,RT        ,RELIGIOUS CONFLICT,CONFLICT RELIGIOS
RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE,RT        ,RELIGIOUS FREEDOM,LIBERTATE RELIGIOASĂ
RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE,RT        ,RELIGIOUS SEGREGATION,SEGREGARE RELIGIOASĂ
RELIGIOUS DOCTRINES,DOCTRINE RELIGIOASE,BT        ,IDEOLOGIES,IDEOLOGII
RELIGIOUS DOCTRINES,DOCTRINE RELIGIOASE,BT        ,RELIGIOUS BELIEFS,CREDINȚE RELIGIOASE
RELIGIOUS DOCTRINES,DOCTRINE RELIGIOASE,RT        ,IMMORTALITY,NEMURIRE
RELIGIOUS DOCTRINES,DOCTRINE RELIGIOASE,RT        ,PHILOSOPHICAL SCHOOLS,ȘCOLI FILOSOFICE
RELIGIOUS DOCTRINES,DOCTRINE RELIGIOASE,RT        ,RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ
RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ,BT        ,RELIGION,RELIGIE
RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ,RT        ,MEDITATION,MEDITAȚIE
RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ,RT        ,MYSTICISM,MISTICISM
RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ,RT        ,RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ
RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ,RT        ,RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS
RELIGIOUS EXPERIENCE,EXPERIENȚĂ RELIGIOASĂ,RT        ,RELIGIOUS PRACTICE,PRACTICĂ RELIGIOASĂ
RELIGIOUS FREEDOM,LIBERTATE RELIGIOASĂ,BT        ,FREEDOM OF THOUGHT,LIBERTATEA DE A GÂNDI LIBER
RELIGIOUS FREEDOM,LIBERTATE RELIGIOASĂ,RT        ,CHURCH AND STATE,BISERICĂ ȘI STAT
RELIGIOUS FREEDOM,LIBERTATE RELIGIOASĂ,RT        ,RELIGION,RELIGIE
RELIGIOUS FREEDOM,LIBERTATE RELIGIOASĂ,RT        ,RELIGIOUS DISCRIMINATION,DISCRIMINARE PE CRITERII RELIGIOASE
RELIGIOUS GROUPS,GRUPURI RELIGIOASE,BT        ,GROUPS,GRUPURI
RELIGIOUS GROUPS,GRUPURI RELIGIOASE,BT        ,RELIGION,RELIGIE
RELIGIOUS GROUPS,GRUPURI RELIGIOASE,RT        ,CATHOLICISM,CATOLICISM
RELIGIOUS GROUPS,GRUPURI RELIGIOASE,RT        ,CHRISTIANITY,CREȘTINISM
RELIGIOUS GROUPS,GRUPURI RELIGIOASE,RT        ,ISLAM,ISLAMISM
RELIGIOUS GROUPS,GRUPURI RELIGIOASE,RT        ,JUDAISM,IUDAISM
RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE,BT        ,RELIGION,RELIGIE
RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE,NT        ,CHURCH,BISERICĂ
RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE,NT        ,RELIGIOUS COMMUNITIES,COMUNITĂȚI RELIGIOASE
RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE,RT        ,INSTITUTIONS,INSTITUȚII
RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE,RT        ,RELIGIOUS BUILDINGS,CLĂDIRI PENTRU ACTIVITĂȚI RELIGIOASE
RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE,RT        ,RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE
RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE,RT        ,RELIGIOUS SOCIETIES,SOCIETĂȚI RELIGIOASE
RELIGIOUS INSTRUCTION,INSTRUIRE RELIGIOASĂ,BT        ,BASIC EDUCATION PROGRAMMES,PROGRAME EDUCAȚIONALE DE BAZĂ
RELIGIOUS INSTRUCTION,INSTRUIRE RELIGIOASĂ,RT        ,RELIGION,RELIGIE
RELIGIOUS INSTRUCTION,INSTRUIRE RELIGIOASĂ,RT        ,RELIGION AND THEOLOGY EDUCATION,EDUCAȚIE RELIGIOASĂ ȘI TEOLOGICĂ
RELIGIOUS LEADERS,LIDERI RELIGIOȘI,BT        ,PUBLIC FIGURES,PERSOANE PUBLICE
RELIGIOUS LEADERS,LIDERI RELIGIOȘI,NT        ,BISHOPS,EPISCOPI
RELIGIOUS LEADERS,LIDERI RELIGIOȘI,NT        ,MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE
RELIGIOUS LEADERS,LIDERI RELIGIOȘI,NT        ,POPE,PAPA
RELIGIOUS LEADERS,LIDERI RELIGIOȘI,RT        ,LEADERSHIP,CONDUCERE
RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE,BT        ,RELIGION,RELIGIE
RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE,RT        ,CHURCH,BISERICĂ
RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE,RT        ,RELIGIOUS AFFILIATION,AFILIERE RELIGIOASĂ
RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE,RT        ,RELIGIOUS INSTITUTIONS,INSTITUȚII RELIGIOASE
RELIGIOUS MOVEMENTS,MIȘCĂRI SOCIALE RELIGIOASE,RT        ,RELIGIOUS REFORM,REFORMĂ RELIGIOASĂ
RELIGIOUS PERSONNEL,PERSONAL RELIGIOS,BT        ,RELIGION,RELIGIE
RELIGIOUS PERSONNEL,PERSONAL RELIGIOS,NT        ,BISHOPS,EPISCOPI
RELIGIOUS PERSONNEL,PERSONAL RELIGIOS,NT        ,MINISTERS OF RELIGION,REPREZENTANȚI AI CULTELOR RELIGIOASE
RELIGIOUS PERSONNEL,PERSONAL RELIGIOS,NT        ,NUNS,CĂLUGĂRIȚE
RELIGIOUS PERSONNEL,PERSONAL RELIGIOS,NT        ,POPE,PAPA
RELIGIOUS PERSONNEL,PERSONAL RELIGIOS,RT        ,RELIGIOUS SOCIETIES,SOCIETĂȚI RELIGIOASE
RELIGIOUS PRACTICE,PRACTICĂ RELIGIOASĂ,BT        ,RELIGIOUS BEHAVIOUR,COMPORTAMENT RELIGIOS
RELIGIOUS PRACTICE,PRACTICĂ RELIGIOASĂ,NT        ,RELIGIOUS CEREMONIES,CEREMONII RELIGIOASE
RELIGIOUS PRACTICE,PRACTICĂ RELIGIOASĂ,RT        ,RELIGIOUS ATTENDANCE,PREZENȚA LA ACTIVITĂȚI RELIGIOASE
